Description,End Time,Facility Code,Participant Code,Reason,Start Time,Status,Number of Records,Outage MW,Outage Time Days,Outage Time Minutes,Recovery Time Minutes
Western Power Trip,4/28/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/28/2017 11:30:00 AM,Approved,1,42,0,0,
forced outage due to western power ENAR309085,7/5/2017 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/4/2017 10:00:00 PM,Approved,1,82,0.479166667,0.000332755,
"high current, incoming breaker faul",3/16/2017 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/16/2017 7:30:00 PM,Approved,1,21,0.020833333,1.446759259e-05,
ladle car derailment,6/17/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/17/2016 8:30:00 PM,Approved,1,5,0.020833333,1.446759259e-05,
Curtailment shutdown,11/10/2016 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,11/10/2016 9:30:00 AM,Approved,1,3.5,0,0,0
Curtailment shutdown,11/10/2016 8:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,11/10/2016 8:00:00 AM,Approved,1,10.5,0,0,0
Curtailment shutdown,11/10/2016 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,11/10/2016 8:30:00 AM,Approved,1,21,0.020833333,1.446759259e-05,0
Delay energising,6/24/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/24/2016 12:00:00 PM,Approved,1,10,0.0625,4.340277778e-05,0
FO,10/31/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,9/13/2016 3:30:00 PM,Approved,1,0.8,47.979166667,0.033318866,0
Furnace 1 unplanned outage,7/2/2017 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2017 2:30:00 AM,Approved,1,5.6,0,0,0
Furnace 1 unplanned outage,7/2/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2017 7:30:00 AM,Approved,1,10.5,0,0,0
Furnace 1 unplanned outage,7/2/2017 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2017 10:00:00 AM,Approved,1,17.5,0,0,0
Furnace 1 unplanned outage,7/2/2017 2:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2017 1:30:00 AM,Approved,1,21,0.020833333,1.446759259e-05,0
Furnace 1 unplanned outage,7/2/2017 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2017 8:00:00 AM,Approved,1,21,0.0625,4.340277778e-05,0
Furnace 2 outage,4/21/2017 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/21/2017 10:00:00 AM,Approved,1,9.1,0,0,0
Furnace 2 outage,4/21/2017 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/21/2017 9:30:00 AM,Approved,1,21,0,0,0
Furnace repairs,11/10/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,11/10/2016 4:00:00 AM,Approved,1,21,0.395833333,0.000274884,0
Operational Issues caused real time forced outage.,7/24/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/24/2017 8:00:00 AM,Approved,1,5,0.145833333,0.000101273,0
Operational Issues caused real time forced outage.,7/25/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/24/2017 4:00:00 PM,Approved,1,5,0.645833333,0.000448495,0
Operational Issues caused real time forced outage.,7/26/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/25/2017 8:00:00 AM,Approved,1,5,0.979166667,0.000679977,0
Operational Issues caused real time forced outage.,7/29/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/28/2017 8:00:00 AM,Approved,1,5,0.979166667,0.000679977,0
Operational Issues caused real time forced outage.,2/8/2016 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/8/2016 5:30:00 PM,Approved,1,8.546,0,0,0
Operational Issues caused real time forced outage.,8/10/2016 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/10/2016 7:30:00 AM,Approved,1,19.588,0,0,0
Operational Issues caused real time forced outage.,7/27/2017 4:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/27/2017 4:00:00 AM,Approved,1,21.129,0,0,0
Operational Issues caused real time forced outage.,7/27/2017 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/27/2017 1:30:00 AM,Approved,1,25.08,0,0,0
Operational Issues caused real time forced outage.,7/25/2017 11:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/25/2017 11:00:00 AM,Approved,1,25.694,0,0,0
Operational Issues caused real time forced outage.,8/29/2016 5:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/29/2016 5:30:00 AM,Approved,1,25.935,0,0,0
Operational Issues caused real time forced outage.,8/14/2016 9:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/14/2016 9:30:00 PM,Approved,1,26.004,0,0,0
Operational Issues caused real time forced outage.,8/3/2016 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/3/2016 6:00:00 PM,Approved,1,26.103,0,0,0
Operational Issues caused real time forced outage.,8/11/2016 6:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/11/2016 5:30:00 AM,Approved,1,26.184,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/3/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/3/2016 1:00:00 PM,Approved,1,26.204,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/20/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/20/2016 2:30:00 PM,Approved,1,26.231,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,3/26/2016 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/26/2016 8:00:00 PM,Approved,1,26.284,0,0,0
Operational Issues caused real time forced outage.,9/8/2016 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,9/8/2016 9:00:00 AM,Approved,1,26.303,0,0,0
Operational Issues caused real time forced outage.,4/3/2016 5:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/3/2016 5:30:00 AM,Approved,1,26.446,0,0,0
Operational Issues caused real time forced outage.,8/1/2016 7:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/1/2016 6:30:00 AM,Approved,1,26.597,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,3/28/2016 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,3/28/2016 9:00:00 AM,Approved,1,26.628,0,0,0
Operational Issues caused real time forced outage.,8/18/2017 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/18/2017 8:00:00 PM,Approved,1,26.646,0,0,0
Operational Issues caused real time forced outage.,8/13/2016 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 12:30:00 PM,Approved,1,26.818,0,0,0
Operational Issues caused real time forced outage.,8/21/2016 8:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/21/2016 8:00:00 AM,Approved,1,26.879,0,0,0
Operational Issues caused real time forced outage.,8/19/2017 1:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/19/2017 1:00:00 AM,Approved,1,26.879,0,0,0
Operational Issues caused real time forced outage.,1/27/2016 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/27/2016 7:00:00 PM,Approved,1,26.906,0,0,0
Operational Issues caused real time forced outage.,6/14/2016 4:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/14/2016 4:30:00 AM,Approved,1,27.016,0,0,0
Operational Issues caused real time forced outage.,8/19/2017 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/19/2017 8:30:00 AM,Approved,1,27.073,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,7/22/2017 6:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/22/2017 6:30:00 AM,Approved,1,27.087,0,0,0
Operational Issues caused real time forced outage.,6/12/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/12/2016 9:00:00 PM,Approved,1,27.216,0,0,0
Operational Issues caused real time forced outage.,3/29/2016 8:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/29/2016 8:00:00 PM,Approved,1,27.248,0,0,0
Operational Issues caused real time forced outage.,8/2/2016 5:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/2/2016 5:00:00 AM,Approved,1,27.28,0,0,0
Operational Issues caused real time forced outage.,8/11/2016 8:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/11/2016 8:30:00 AM,Approved,1,27.292,0,0,0
Operational Issues caused real time forced outage.,8/13/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 1:30:00 PM,Approved,1,27.312,0,0,0
Operational Issues caused real time forced outage.,7/27/2017 5:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/27/2017 5:00:00 AM,Approved,1,27.365,0,0,0
Operational Issues caused real time forced outage.,4/11/2016 2:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,4/11/2016 2:00:00 AM,Approved,1,27.454,0,0,0
Operational Issues caused real time forced outage.,8/18/2016 12:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/18/2016 12:30:00 AM,Approved,1,27.559,0,0,0
Operational Issues caused real time forced outage.,8/19/2017 3:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/19/2017 3:30:00 AM,Approved,1,27.593,0,0,0
Operational Issues caused real time forced outage.,3/29/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/29/2016 9:00:00 PM,Approved,1,27.616,0,0,0
Operational Issues caused real time forced outage.,8/19/2016 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/19/2016 2:30:00 AM,Approved,1,27.628,0,0,0
Operational Issues caused real time forced outage.,3/13/2016 8:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,3/13/2016 8:30:00 AM,Approved,1,27.694,0,0,0
Operational Issues caused real time forced outage.,6/10/2016 4:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/10/2016 4:00:00 PM,Approved,1,27.92,0,0,0
Operational Issues caused real time forced outage.,8/15/2016 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2016 9:00:00 AM,Approved,1,27.99,0,0,0
Operational Issues caused real time forced outage.,1/2/2016 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,1/1/2016 11:30:00 PM,Approved,1,28,0.083333333,5.787037037e-05,0
Operational Issues caused real time forced outage.,3/26/2016 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/26/2016 6:30:00 PM,Approved,1,28.066,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,9/8/2016 6:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,9/8/2016 6:00:00 AM,Approved,1,28.096,0,0,0
Operational Issues caused real time forced outage.,8/9/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/9/2016 2:30:00 PM,Approved,1,28.223,0,0,0
Operational Issues caused real time forced outage.,9/8/2016 6:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,9/8/2016 6:00:00 AM,Approved,1,28.229,0,0,0
Operational Issues caused real time forced outage.,1/10/2017 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/10/2017 9:00:00 PM,Approved,1,28.233,0,0,0
Operational Issues caused real time forced outage.,8/8/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/8/2016 2:30:00 PM,Approved,1,28.248,0,0,0
Operational Issues caused real time forced outage.,7/27/2017 3:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/27/2017 3:30:00 AM,Approved,1,28.282,0,0,0
Operational Issues caused real time forced outage.,6/13/2016 7:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/13/2016 7:00:00 AM,Approved,1,28.332,0,0,0
Operational Issues caused real time forced outage.,8/13/2016 2:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 2:00:00 PM,Approved,1,28.45,0,0,0
Operational Issues caused real time forced outage.,3/24/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/24/2016 1:30:00 PM,Approved,1,28.48,0,0,0
Operational Issues caused real time forced outage.,5/9/2016 5:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/9/2016 5:30:00 AM,Approved,1,28.486,0,0,0
Operational Issues caused real time forced outage.,3/14/2016 6:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,3/14/2016 6:30:00 AM,Approved,1,28.5,0,0,0
Operational Issues caused real time forced outage.,8/10/2017 9:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/10/2017 9:00:00 AM,Approved,1,28.513,0,0,0
Operational Issues caused real time forced outage.,1/10/2017 8:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/10/2017 6:00:00 PM,Approved,1,28.572,0.104166667,7.233796296e-05,0
Operational Issues caused real time forced outage.,5/19/2017 11:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/19/2017 11:00:00 AM,Approved,1,28.61,0,0,0
Operational Issues caused real time forced outage.,7/25/2017 10:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/25/2017 10:00:00 AM,Approved,1,28.811,0,0,0
Operational Issues caused real time forced outage.,6/30/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/30/2016 4:30:00 PM,Approved,1,28.817,0,0,0
Operational Issues caused real time forced outage.,8/20/2016 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/20/2016 5:30:00 PM,Approved,1,28.892,0,0,0
Operational Issues caused real time forced outage.,8/18/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/18/2017 7:30:00 AM,Approved,1,28.95,0,0,0
Operational Issues caused real time forced outage.,1/1/2016 11:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/1/2016 6:30:00 PM,Approved,1,29,0.1875,0.000130208,0
Operational Issues caused real time forced outage.,11/16/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,11/16/2016 4:30:00 PM,Approved,1,29.003,0,0,0
Operational Issues caused real time forced outage.,1/17/2016 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/17/2016 5:00:00 PM,Approved,1,29.006,0,0,0
Operational Issues caused real time forced outage.,1/6/2016 3:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,1/6/2016 3:00:00 AM,Approved,1,29.032,0,0,0
Operational Issues caused real time forced outage.,6/10/2016 12:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/10/2016 12:00:00 AM,Approved,1,29.034,0,0,0
Operational Issues caused real time forced outage.,8/18/2017 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/18/2017 9:00:00 PM,Approved,1,29.049,0,0,0
Operational Issues caused real time forced outage.,3/26/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/26/2016 2:30:00 PM,Approved,1,29.074,0,0,0
Operational Issues caused real time forced outage.,7/31/2016 10:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/31/2016 10:00:00 PM,Approved,1,29.074,0,0,0
Operational Issues caused real time forced outage.,8/13/2016 8:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 8:00:00 AM,Approved,1,29.195,0,0,0
Operational Issues caused real time forced outage.,6/13/2016 5:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/13/2016 5:30:00 AM,Approved,1,29.294,0,0,0
Operational Issues caused real time forced outage.,9/5/2016 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,9/5/2016 5:00:00 PM,Approved,1,29.321,0,0,0
Operational Issues caused real time forced outage.,6/12/2016 10:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/12/2016 10:30:00 PM,Approved,1,29.448,0,0,0
Operational Issues caused real time forced outage.,5/10/2016 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/10/2016 7:30:00 PM,Approved,1,29.566,0,0,0
Operational Issues caused real time forced outage.,8/11/2016 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/11/2016 2:30:00 AM,Approved,1,29.614,0,0,0
Operational Issues caused real time forced outage.,5/13/2017 11:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/13/2017 11:00:00 PM,Approved,1,29.683,0,0,0
Operational Issues caused real time forced outage.,5/12/2017 2:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/12/2017 2:00:00 PM,Approved,1,29.702,0,0,0
Operational Issues caused real time forced outage.,8/14/2016 5:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/14/2016 5:00:00 AM,Approved,1,29.716,0,0,0
Operational Issues caused real time forced outage.,8/6/2016 12:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/6/2016 12:00:00 AM,Approved,1,29.718,0,0,0
Operational Issues caused real time forced outage.,7/2/2016 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2016 1:30:00 AM,Approved,1,29.777,0,0,0
Operational Issues caused real time forced outage.,8/8/2017 11:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/8/2017 11:30:00 PM,Approved,1,29.841,0,0,0
Operational Issues caused real time forced outage.,8/14/2016 8:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/14/2016 8:00:00 PM,Approved,1,29.847,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/13/2016 1:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 1:00:00 PM,Approved,1,29.971,0,0,0
Operational Issues caused real time forced outage.,7/1/2016 11:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/1/2016 11:00:00 PM,Approved,1,29.979,0,0,0
Operational Issues caused real time forced outage.,8/4/2016 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/4/2016 5:00:00 PM,Approved,1,30.074,0,0,0
Operational Issues caused real time forced outage.,6/13/2016 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,6/13/2016 7:00:00 PM,Approved,1,30.08,0,0,0
Operational Issues caused real time forced outage.,8/13/2016 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 5:00:00 PM,Approved,1,30.181,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/11/2016 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/11/2016 6:00:00 PM,Approved,1,30.192,0,0,0
Operational Issues caused real time forced outage.,8/13/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/13/2016 3:00:00 PM,Approved,1,30.281,0,0,0
Operational Issues caused real time forced outage.,8/18/2017 10:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/18/2017 10:30:00 PM,Approved,1,30.281,0,0,0
Operational Issues caused real time forced outage.,6/30/2016 7:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/30/2016 7:00:00 AM,Approved,1,30.315,0,0,0
Operational Issues caused real time forced outage.,7/29/2017 12:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/29/2017 12:30:00 PM,Approved,1,30.354,0,0,0
Operational Issues caused real time forced outage.,8/20/2016 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/20/2016 4:30:00 PM,Approved,1,30.376,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/19/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/19/2017 7:00:00 AM,Approved,1,30.479,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/15/2016 12:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2016 12:00:00 AM,Approved,1,30.512,0,0,0
Operational Issues caused real time forced outage.,8/9/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/9/2016 8:30:00 PM,Approved,1,30.546,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,2/5/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/5/2017 5:00:00 PM,Approved,1,30.621,0,0,0
Operational Issues caused real time forced outage.,7/2/2016 4:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2016 4:00:00 AM,Approved,1,30.745,0,0,0
Operational Issues caused real time forced outage.,8/2/2016 4:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/2/2016 4:00:00 AM,Approved,1,30.749,0,0,0
Operational Issues caused real time forced outage.,11/16/2016 5:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,11/16/2016 5:00:00 PM,Approved,1,30.872,0,0,0
Operational Issues caused real time forced outage.,6/13/2016 4:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/13/2016 4:00:00 AM,Approved,1,31.214,0,0,0
Operational Issues caused real time forced outage.,3/27/2016 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/27/2016 7:30:00 PM,Approved,1,31.346,0,0,0
Operational Issues caused real time forced outage.,5/19/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/19/2017 11:30:00 AM,Approved,1,31.388,0,0,0
Operational Issues caused real time forced outage.,7/11/2016 2:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/11/2016 2:00:00 PM,Approved,1,31.395,0,0,0
Operational Issues caused real time forced outage.,5/13/2017 11:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/13/2017 11:30:00 PM,Approved,1,31.401,0,0,0
Operational Issues caused real time forced outage.,6/13/2016 6:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/13/2016 6:00:00 AM,Approved,1,31.52,0,0,0
Operational Issues caused real time forced outage.,9/13/2016 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,9/13/2016 9:00:00 PM,Approved,1,31.546,0,0,0
Operational Issues caused real time forced outage.,3/26/2016 11:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,3/26/2016 11:30:00 PM,Approved,1,31.566,0,0,0
Operational Issues caused real time forced outage.,8/4/2016 5:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/4/2016 5:30:00 PM,Approved,1,31.571,0,0,0
Operational Issues caused real time forced outage.,1/1/2016 6:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/1/2016 6:00:00 PM,Approved,1,31.614,0,0,0
Operational Issues caused real time forced outage.,5/10/2016 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/10/2016 2:30:00 AM,Approved,1,31.684,0,0,0
Operational Issues caused real time forced outage.,7/2/2016 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,7/2/2016 1:00:00 AM,Approved,1,31.751,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,8/12/2016 12:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/12/2016 12:00:00 AM,Approved,1,31.822,0,0,0
Operational Issues caused real time forced outage.,8/6/2016 5:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/6/2016 5:00:00 AM,Approved,1,31.848,0,0,0
Operational Issues caused real time forced outage.,8/9/2017 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,8/9/2017 9:00:00 PM,Approved,1,31.895,0,0,0
Operational Issues caused real time forced outage.,8/19/2017 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/19/2017 9:30:00 AM,Approved,1,31.957,0,0,0
Operational Issues caused real time forced outage.,1/2/2016 9:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/2/2016 8:00:00 PM,Approved,1,32,0.0625,4.340277778e-05,0
Operational Issues caused real time forced outage.,5/10/2016 7:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/10/2016 4:00:00 AM,Approved,1,32,0.145833333,0.000101273,0
Operational Issues caused real time forced outage.,5/21/2016 7:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/21/2016 3:30:00 PM,Approved,1,32,0.166666667,0.000115741,0
Operational Issues caused real time forced outage.,5/10/2016 7:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/10/2016 7:00:00 PM,Approved,1,32.026,0,0,0
Operational Issues caused real time forced outage.,1/17/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,1/17/2016 4:30:00 PM,Approved,1,32.054,0,0,0
Operational Issues caused real time forced outage.,5/21/2016 12:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/21/2016 10:30:00 AM,Approved,1,32.06,0.0625,4.340277778e-05,0
Operational Issues caused real time forced outage.,8/15/2016 5:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/15/2016 5:30:00 AM,Approved,1,32.077,0,0,0
Operational Issues caused real time forced outage.,2/7/2016 10:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/7/2016 10:00:00 PM,Approved,1,32.082,0,0,0
Operational Issues caused real time forced outage.,6/14/2016 1:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,6/14/2016 1:30:00 AM,Approved,1,32.082,0,0,0
Operational Issues caused real time forced outage.,8/18/2017 3:00:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/18/2017 3:00:00 AM,Approved,1,32.085,0,0,0
Operational Issues caused real time forced outage.,2/6/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,2/6/2016 1:30:00 PM,Approved,1,32.16,0,0,0
Operational Issues caused real time forced outage.,3/28/2016 9:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,3/28/2016 9:30:00 AM,Approved,1,32.164,0,0,0
Operational Issues caused real time forced outage.,8/2/2016 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,8/2/2016 2:30:00 AM,Approved,1,32.188,0,0,0
Operational Issues caused real time forced outage.,5/10/2016 3:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,5/10/2016 3:00:00 AM,Approved,1,32.204,0.020833333,1.446759259e-05,0
Operational Issues caused real time forced outage.,7/1/2016 11:30:00 PM,BW1_GREENWATERS_G2,GW,Forced,7/1/2016 11:30:00 PM,Approved,1,32.23,0,0,0
Operational Issues caused real time forced outage.,5/21/2016 3:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,5/21/2016 1:30:00 PM,Approved,1,32.308,0.0625,4.340277778e-05,0
